,serviceCategories,versions,servicePrices,name,editor,short_description,description,number_if_subscription,serviceClass,main_serviceCategory,rating,task_name,keywordMainCategory,keywordName,keywordServiceCategories,eneable,deployment_type,eneable_trial,trial_period,configs,main_version,haveAndroidApp,haveIOSApp,benefits,gain_creators,pain_relievers,objectId,eneable_demo,rank,url_demo
38,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'rWBRyyHqiz'}]",['4.5.3'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",Invoice Ninja,InvoiceNinja,"A self-host platform to create invoices, accept payments, track expenses & time tasks.","Invoice Ninja is a versatile online payment management tool suitable for any business model. It specialises in providing a flexible invoicing system that you can easily personalise or choose from a catalog of pre-tailored professional templates. Invoice Ninja enables creating proposals, recurring invoices, tracking expenses, and accepting payments with system integrations like Stripe, Braintree and PayPal among many other payment gateways and channels.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'rWBRyyHqiz'}",4.0,ninjainvoice,"['accounting', 'finance']","['ninja', 'invoice']","['accounting', 'finance']",True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'ninjainvoice'}, {'name': 'MySQL Database User', 'value': 'ninjainvoice'}, {'name': 'MySQL Database Password', 'key': 'pwd'}]",,True,True,"['It is easy to use software that calculates all operations automatically and is packed with features.', 'Multi-currency and multi-lingual software that enables creating invoices with two clicks in your native language and with time tracking for each task', 'Modern invoices with look and feel. Your invoices can be personilised with your brand’s logo, colours and customised to your preference.', 'Increases control of business data and access control enforcement.', 'You can import all your bank accounts’ transactions and activity to Invoice Ninja and automise payments and invoices for your clients.']","['Gateway fees: You can preset and automate credit card gateway fees and percentages that allow predetermined price ranges.', 'Intuitive software: Invoice Ninja saves your time by performing tasks upon natural language voice commands.', 'Recurring invoices: Your billing becomes professional and automated.', 'Accounting and bookkeeping tools: Syncing your invoices with Zapier, Integromat or QuickBooks upgrades your services with visual project management tools.']","['Comprehensive payment system: It supports more than 45 payment gateways for your clients whether they prefer credit cards, bank transfers, cryptocurrency or cash.', 'Syncing your data with integrations like Zapier, QuickBooks and Integromat can upgrade your accounting management services with any app of your choosing.', 'Expense management function: Tracks your outlays. During the tax return period, you can export these balance records as CSV file to your accountant and submit your tax forms.']",xwjtwVdjLj,,,
39,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '0wvHuyIHIc'}]",['13.0.6'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",Nextcloud,Nextcloud GmbH,"Nextcloud is an open source, self-hosted file share and communication platform.","Nextcloud is an open source, self-hosted file share and communication platform. Access & sync your files, contacts, calendars & communicate",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '0wvHuyIHIc'}",4.0,nextcloud,"['storage', 'services']",['nextcloud'],"['storage', 'services']",True,Partly Automated,True,14.0,"[{'name': 'MySQL Database host', 'key': 'k8sAppName'}, {'name': 'MySQL Database Name', 'value': 'nextcloud'}, {'name': 'MySQL Database User', 'value': 'nextcloud'}, {'name': 'MySQL Database Password', 'key': 'pwd'}, {'name': 'NextCloud Password', 'key': 'pwd'}, {'name': 'NextCloud User', 'value': 'admin'}]",,True,True,"['Nextcloud allows everybody to self-host their own private cloud services.', 'This open-source interface is pretty straightforward to install and configure.', 'Nextcloud ensures absolute privacy protection of your documents and data with encryption.', 'Nextcloud is designed not only to be applicable to any industry or department, but a perfect fit for your whole organisation and clients.', 'It is a fast, lightweight and agile platform that can operate on your ideas.']","['Money-earning tool: With the ability to create storage quotes you can rent your cloud to other users.', 'Functionality across multiple devices: It is available for Android and iOS for image and file uploads.', 'Great collaborative support: NextCloud’s software supports all document, spreadsheet and presentation formats allowing seamless editing and integration with any browser.', 'Customisable auditing and activity tracking: You can choose what can others see or what you want to be notified about while having complete access to all file activities.']","['A secure email exchange: It allows secure link generation for instant file sharing for all parties involved.', 'GDPR-compliance tools: A 12-step compliance checklist or comprehensive 20-page Administrator guide.', 'Two-factor authentication security: Offers third-party integration via backup codes, TOTP authenticator app, Yubikey and more.']",Ya8NmwUNd0,,,
40,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '6BvTJItTZt'}]",['3.5.1'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",Matomo,"Matomo, Inc",Matomo is a free and open source web statistics measurement software.,"Matomo is a downloadable, open-source web-traffic analytics platform that is formerly known as Piwik. The software allows each client/platform to have full ownership of the gathered data and customise the services according to their business needs. Motomo offers a wide range of tools for obtaining, managing and comparing metrics and results. The tool is easy to install, integrate or modify to suit each process and task
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '6BvTJItTZt'}",4.0,matomo,"['website', 'tracking']",['matomo'],"['website', 'tracking']",True,Fully Automated,True,14.0,"[{'name': 'Database server', 'key': 'k8sAppName'}, {'name': 'Database Name', 'value': 'matomo'}, {'name': 'Database login', 'value': 'matomo'}, {'name': 'Database Password', 'key': 'pwd'}]",,True,True,"['Characteristic flexibility and ease to optimise it according to your requirements.', 'Allows convenient switching between cloud and on-premisses versions to enable better tracking and productivity.', 'Comes with power digital marketing tools that help your company make a meaningful presence in the market.', 'Integrated first-class unbiased SEO optimisation tools for Google, Bing and Yahoo search consoles.', 'You can safely work in Matomo because it protects user privacy with IP anonymisation.']","['Recurring invoicing: For regular clients or services, you can set up recurring invoices that do not need maintenance for months, perhaps years.', 'Customisable reporting: Ability to combine multidisciplinary reporting from diverse websites on one platform.', 'Tag  manager: This tool allows embedding third-party tracking code on your website to collect, manage and measure the success of your campaigns.']","['No storage limitations: When working with the on-premises version, the data storage capacity is limitless.', 'Complete data ownership: Allows users to be the sole owner of all their data.', 'It provides option to self-host Matomo when using the on-premise function.']",GQRRyEwanT,,,
41,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}]",['10.7'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",XWiki,X-WIKI,XWiki is a collaborative platform and open source wiki.,"Fifteen years after its creation, XWiki’s flexible structure still offers a versatile platform to utilise or create your own collaborative applications, develop projects, procedures or services. Its cloud-based XWiki Standard full-featured package is one of the most flexible and scalable enterprise tools. You can create applications according to your business needs.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}",4.0,xwiki,['collaboration'],['xwiki'],['collaboration'],True,Partly Automated,True,14.0,,,True,True,"['It’s free of charge - eliminating any license or subscription fees.', 'Customisable according to your requirements including services configuration.', 'This extendable platform allows full customisation of its UI to cater your demands.', 'XWiki comes fully equipped with all the features you would expect from an Enterprise Wiki.', 'XWiki boasts more advanced tools that are not offered by other Wiki platforms, providing users with more structure.']","['Granular permission system: XWiki offers a comprehensive permission system that incapacitates admins to control what each user or group can do on the platform.', 'Robust search engine: XWiki5.1 operates on the all-customisable Apache Solr search engine, but it supports whichever engine you prefer.', 'Externsions and Flavors: Extensions are add-ons that match your interests. Flavors, on the other hand, are a set of extensions grouped together to achieve a specific goal.', 'NApplications and “reusable” content: Applications, a set of wiki pages, can be further imported into other wikis enabling a simple way of creating reusable content.']","['Facilitates remote collaborative work:\xa0This information-centric platform offers an incredible amount of tools and enables users to continue doing work that a colleague left off.', 'Tools like the ergonomic WYSIWYG editor, page linking, user and rights management system ensures less time-consuming, cost-effective and more productive business environments.', 'GDPR Cookie Consent:\xa0Another useful feature is the GDPR Cookie consent that allows you to attain cookie compliance.', 'Antivirus software:\xa0Pprotects your attachments during upload, and if configured, it periodically performs scanning of all attachments, including subwikis.']",E2SCN4dkan,True,,demo-xwiki.acesy.nl
42,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}]",['10.2'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'WyRlkmAw6G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SykQsRCcZr'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7XmSL7PCvS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Gyn4DtR4zW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ouCAcAFddE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'JBHAIK5ehS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6zWR9BSb9p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Dz5hgZZ3pf'}]",Nuxeo,"Nuxeo, Inc",Nuxeo a content management platform for business applications.,"Nuxeo is a cloud-based content services platform for managing records, documents and cases. Nuxeo connects with existing content repositories and business systems and enables organisations to create personalised solutions quickly. The Elastic Search tool efficiently provides results due to its fast indexing. Nuxeo leverages the latest technologies such as cloud and artificial intelligence to transform enterprise information into business value.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}",4.0,nuxeo,"['content', 'management', 'system']",['nuxeo'],"['content', 'management', 'system']",True,Partly Automated,True,14.0,"[{'name': 'Default Login', 'value': 'Administrator'}, {'name': 'Default Password', 'value': 'Administrator'}]",,True,True,"['Nuxeo boasts advance UI configuration to expedite and excel users’ workflow management.', 'Optimised across desktop, tablet and smartphone devices, it enables syncronisation of all your content and business operations.', 'Includes AI interface that predicts and helps you elevate your services within the scope that matters to you and to your clients.', 'Nuxeo is highly versatile and adapted to multiple industries by supporting documents, high-resolution files and images, 3D renderings and design files.', 'Nuxeo uses flexible, highly efficient, feature-packed and scalable user-friendly interface to manage your content and digital assets.']","['Intuitive reporting and dashboard functions: Provides on-demand document adding, progress/problem control/permission system and access rules.', 'Hybrid architecture and dynamic auto-scaling: Nuxeo demonstrates high-speed performance with proven ability to upload 30.000 documents per second.', 'Nuxeo Analytics: Applies workflow parameters and measures content management performance through built-in analytics tools.']","['Elaborate search engine: The Elasticsearch integration to Nuxeo allows users to quickly find, gain access, retrieve and manage files deep within the repository.', 'Open architecture: With native capabilities for collaboration, analytics, renditions, and configurable user experience, Nuxeo delivers  advanced metadata modelling.', 'Easy to use interface: It is a low-coding, multi-language platform and in terms of operation and functionality, it is quite self-sustaining.']",KIic6wvhMT,,,
43,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}]",['3.0.3'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'WyRlkmAw6G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'SykQsRCcZr'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '7XmSL7PCvS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Gyn4DtR4zW'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ouCAcAFddE'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'JBHAIK5ehS'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '6zWR9BSb9p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'Dz5hgZZ3pf'}]",GeoNetwork,"GeoCat, Titellus, CampToCamp and others",GeoNetwork is a catalog application to manage spatially referenced resources.,"The GeoNetwork is an open-source geographic metadata catalog tool that utilises geoportal software and geographic data to produce resource description according to location. Archiving, file sharing and dynamic content are some of the features that put this application on the map. While having LDAP, CAS and Shibboleth authentication support, it runs on Windows, Linux and OSX 
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '1pSekv8tDk'}",4.5,geonetwork,"['content', 'management', 'system']",['geonetwork'],"['content', 'management', 'system']",True,Partly Automated,True,14.0,"[{'name': 'URL path', 'value': '/geonetwork'}, {'name': 'Default Login', 'value': 'admin'}, {'name': 'Default Password', 'value': 'admin'}]",,False,False,"['GeoNetwork is easy to set up, use and modify according to project requirements .', 'Enables instant comprehensive search functions with statistics', 'GeoNetwork allows creation of online map layouts and export in PDF format.', 'Robust metadata editing tools.', 'Mulit-layered information/permission control.']","['Multi-lingual search interface: Auto-detecting language search option applicable for more than thirteen languages.', 'Highly customisable: GeoNetwork allows each team member to have their customised portal and index and publish the data of other data partners or sources independently.', 'Assigning privileges on metadata records: Allows metadata record creators to choose who can find in search, view or access their work.']","['Cross-browser support: GeoNetwork boasts a well-established and active support community that helps answering your questions or problems with the platform.', 'Powerful meatadata editor: Allows uploading any content file format with support for multilingual metadata editing, suggestions for quality improvement and ability to hide specific sections.', 'User-friendly interface: Particularly convenient for data partners who do not own specialised IT infrastructure or experience .']",Iv61Fw05XK,,,
44,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '98VGEW2nSt'}]",['1.10.4 '],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",osTicket,Enhancesoft,osTicket is a widely-used and trusted open source support ticket system.,"OsTicket is free software that comes feature-packed upon installation. It is capable of managing tickets of all priority levels that any enterprise could come across. osTicket practices a user-friendly approach that seamlessly routes inquiries and tickets created via email, web forms or phone calls into a well-organised and efficient customer support tool. What’s more, you can modify, use and share this open-source software.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': '98VGEW2nSt'}",4.0,osticket,"['help', 'desk']","['os', 'ticket']","['help', 'desk']",True,Partly Automated,True,14.0,"[{'name': 'Admin username', 'value': 'ostadmin'}, {'name': 'Admin Password', 'key': 'pwd'}]",,True,True,"['Very flexible platform that follows customers’ difficulties while simultaneously customises its functionalities and procedures accordingly.', 'Allows ticket filters to be definable for the purpose of delivering the most appropriate service.', 'osTicket created a support ticket system built to convert a frustrating experience into an enjoyable service.', 'The software is ready-to-use so you can immediately start using its support solutions right after downloading and installation.', 'Every segment of the ticketing service is configurable with osTicket - the automated replies as well.']","['You can define your own rules: How to route incoming tickets by selecting the departments, agents, and to set off actions.', 'Set it up yourself: Configure steps such as ticket rejection, department/agent assignment or even send an automated canned response.', 'Multi-language: Explain your technical issues in any preferred language.', 'Tickets from threads: Creates a task or ticket from a ticket thread entry while keeping the original message intact and updated with the reference.']","['Robust customisation: Users can customise forms, columns, fields and lists of data during ticket submission while specifying the criteria for the ticket queuing.', 'Reliable customer portal:\xa0Users register for a profile and log in to access their tickets and archived responses.', 'Building knowledge base is streamlined: Customers can look for answers independently through a self-service help desk.']",4VGoltqhzv,,,
45,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}]",['2.44'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",Live Helper Chat,"LiveChat, Inc",Live Helper Chat is an Open source - Live Support chat for your website.,"Live Helper Chat is an open-source live support chat service for your website regardless of the platform the site is based on. The software is easy to install and light on the server resources. Live help chat tools are considered most efficient for customer support because they offer instant service, voice chats and instant exchange of archives.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}",4.0,livehelperchat,['collaboration'],"['live', 'helper', 'chat']",['collaboration'],True,Partly Automated,False,14.0,"[{'name': 'Database host', 'key': 'k8sAppName'}, {'name': 'Database Name', 'value': 'livehelperchat'}, {'name': 'Database user', 'value': 'livehelperchat'}, {'name': 'Database Password', 'key': 'pwd'}]",,False,False,"['The software is completely free to download, use, and modify according to your needs.', 'You can install and operate the software on your PC, tablet and smartphone simultaneously.', 'Live Helper Chat allows the possibility to prioritise chats by setting up two criteria.', 'It enables your website to engage users while offering an efficient online support.', 'This customisable platform lets you modify it with your company’s branding features.']","['Versatile communication: Enables you to have instant and direct communication with your customers and building online community for your brand using the proactive “invite customers to chat” service.', 'Questionary module: You can receive feedback from clients via having them answer questions or simply stating their opinions.', 'Detailed reports and analytics: It makes custom reports on users’ behaviour and metrics while concurrently displaying your agent’s efficiency.']","['A tool that generates sales: Visitors who use live chats are four times more likely to make a purchase a browser-based platform enabling it to be accessed by any number of users simultaneously.', 'Leaving no unsolved problems behind: Opting between co-browsing, screen-sharing or other tools, you can offer terrific support and resolution even to rather complex problems.', 'Help more people at the same time:\xa0One live chat agent can efficiently serve three or more clients at the same time.']",nbIiqjJjsn,,,
46,"[{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}]",['8.0'],"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'niCzqvNs2p'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'kqjeGDDnok'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'udbz7SmUsG'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'cBoebS59tL'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'RalFGbWgKA'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'eLfTyU6YoH'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'FqgJXfPgJM'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'TWLBcv7ctf'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'lZofvMsPdC'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'sOFOJ7KmAH'}]",OpenProject,OpenProject,OpenProject is the leading open source project management software.,"OpenProject is open-source software that excels in enabling efficient multi-project management with collaboration tools from task and time tracking, Agile boards, meetings management, wiki, Gantt charts, bugs and cost reporting to budgeting. OpenProject offers a free community version, can be deployed as a hosted cloud service or as an on-premise enterprise edition.
",10.0,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'Qh2MBWKdhx'}","{'__type': 'Pointer', 'className': 'ServiceCategory', 'objectId': 'Tiw3Mrszyx'}",4.0,openproject,['collaboration'],"['open', 'project']",['collaboration'],True,Partly Automated,True,14.0,"[{'name': 'Default Admin username', 'key': 'admin'}, {'name': 'default Admin password', 'value': 'admin'}]",,False,False,"['OpenProject is a flexible, feature-packed project management tool.', 'It does not require having particular IT skill set to deploy and utilise the software.', 'OpenProject adds customisable workflows and detailed dependencies between tasks.', 'OpenProject has an active community of developers that listen to users’s requests and do upgrade and improve the software’s functionalities.', 'The software can be accessed from any device (desktop, tablet, smartphone) on the go, which allows you to monitor your project’s developments.']","['Across-the-board project planning: Allows hands-on oversight of the works with the availability of Gantt charts, work packages and calendar.', 'Workflow transparency: Detailed overview of all ongoing stages and tasks by using timelines as a tracking method.', 'Collaboration efficiency: Having dynamic task lists, comments, history and watcher tools in one place provides incredible control over the work activities and team collaboration.']","['Resolving bugs: Real-time bug tracking tools and instant fixing with ability to reproduce, categorise and prioritise bugs.', 'Agility: When having agile projects that require fast turnaround, the use of agile boards, backlogs and task boards are mandatory with  flexible programs like Kanban, Agile or Scrum.', 'Comprehensive budgeting: OpenProject solves time tracking, cost reporting and budgeting by enabling software users to create custom reports that fit their industry.']",vCh4KEcrTD,,,
47,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ycJ7ruwPlB'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'vINpoWIVta'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'bwQQqQW2zx'}]",Website Builder,,Website Builder short descriptiion,Website Builder description,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'p7miksuWik'}",,,website_builder,,,,True,Not Automated,,,,,,,,,,fJzgGvbwUE,,,
48,,,"[{'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'BVDg0Gi66n'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'QLMBx2ADng'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': '4CvP0yfUs3'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'ouR8CIJpqo'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'AoObhfWp7G'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'k6Gva2LQwP'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'MLS7Va5IIw'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'dzusOvhlab'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'a3KPbXcH3B'}, {'__type': 'Pointer', 'className': 'ServicePrice', 'objectId': 'U1Y5JOJVCL'}]",Web Hosting ,,Web Hosting short descriptiion,Web Hosting description,,"{'__type': 'Pointer', 'className': 'ServiceClass', 'objectId': 'WQnhyMMFKw'}",,,web_hosting,,,,True,Not Automated,,,,,,,,,,pqI3dNNWjA,,,
